statement,label
"Finnish Suominen Flexible Packaging cut 48 jobs in its units in Tamper and two in Nastola, Finland.",0
Pre-tax profit decreased by 37% to EUR 193.1 mn from EUR 305.6 mn.,0
Finnish metal products company Componenta Oyj's net profit slightly went down to 25.1,0
"- In the first example, Bank of Finland's net interest income weakened by 10% to EUR 9.1 million in Q1 of 2009.",0
"In the second example, Finnish Suominen Flexible Packaging cut 48 jobs in its unit in Tamper and two in Nasola.",0
"In the third example, Pretax profit decreased by 37% to EUR 193.1 million from EUR 305.6 million.",0
"In the fourth example, Finnish metal products company",0
"- In the first quarter of 2009, Bank of Finland's net interest income weakened by 10% to EUR 9.1 million.",0
"Finnish Suominen Flexible Packaging cut 48 jobs in its units in Tampera and two in Nastola, Finland.",0
Pre-tax profit decreased by 37% to EUR 193.1 million from EUR 305.6 million.,0
Finnish metal products company Componenta Oyj's net profit slightly went down to 25,0
"In the first example, Bank of Finland's net interest income weakened by 10% to EUR 9.1 million in Q1 of 2009.
",0
"Finnish Suomenen Flexible Packaging cut 48 jobs in its unit in Tamper and two in Nasotola, Finland - a negative impact.
",0
"Pre-tax profit decreased by 37% to EUR 193.1 million from EUR 305.6 million.
",0
Finnish metal products company Componenta Oy,0
- Bank of Finland's net interest income weakened by 10% to EUR 9.1 mn in Q1 of 2009.,0
"Finnish Suominen Flexible Packaging is cutting 48 jobs in its units in Tampere and two in Nastola, Finland.",0
Pretax profit decreased by 37% to EUR 193.1 mn from EUR 305.6 mn.,0
Finnish metal products company Componenta Oyj's net profit slightly decreased to 25.1,0
"- In 2009, Bank of Finland's net interest income weakened by 10% to EUR 9.1 million.",0
"Finnish Suominen Flexible Packaging cut 48 jobs in its unit in Tamper and two in Nastola, Finland.",0
Pre-tax profit decreased by 37% to EUR 193.1 million from EUR 305.6 million.,0
Finnish metal products company Componenta Oyj's net profit went slightly down to EUR 25.1 million for,0
- The net interest income of Bank of Finland weakened by 10% to EUR 9.1 mn in Q1 of 2009.,0
"Finnish Suominen Flexible Packaging cutting 48 jobs in its units in Tamper and two in Nastola, Finland.",0
Pretax profit decreased by 37% to EUR 193.1 mn from EUR 305.6 mn.,0
Finnish metal products company Componenta Oyj's net profit slightly went down to EUR 25.,0
- The net interest income of Bank of Finland weakened by 10% to EUR 9.1 mn in Q1 of 2009.,0
"Finnish Suominen Flexible Packaging cut 48 jobs in its unit in Tamper and two in Nastola, in Finland.",0
Pretax profit decreased by 37% to EUR 193.1 mn from EUR 305.6 mn.,0
Finnish metal products company Componenta Oyj's net profit slightly went down to 25.,0
"The company's net profit decreased by 10% to EUR 9.1 million in Q1 of 2009.
",0
"Finnish Suominen Flexible Packaging cut 48 jobs in its unit in Tamper and two in Nastola, Finland.
",0
"Pretax profit decreased by 37% to EUR 193.1 million from EUR 305.6 million.
",0
Finnish metal products company Componenta Oyj's net profit slightly went down to EUR 25,0
"Here are different financial examples given the nature of the label ""Negative"":

",0
"Net income of Bank of Finland weakened by 10% to EUR 9.1 million in Q1 of 2009.
",0
"Finnish Suominen Flexible Packaging cutting 48 jobs in its unit in Tamper and two in Nastola, Finland.
",0
"Pre-tax profit decreased by 37% to EUR 193.1 million from EUR 305.6 million.
",0
Finnish metal products company,0
"- In the first financial example, Bank of Finland's net interest income weakened by 10% to EUR 9.1 mn in Q1 of 2009.",0
"In the second example, Finnish Suominen Flexible Packaging cut 48 jobs in its unit in Tamper and two in Nasstola, Finland.",0
The third example shows a pre-tax profit decrease of 37% to EUR 193.1 mn from EUR 305.6 mn.,0
The fourth example indicates a,0
- The net interest income of Bank of Finland weakened by 10% to EUR 9.1 million in Q1 of 2009.,0
"Finnish Suominen Flexible Packaging cut 48 jobs in its units in Tampera and two in Nastola, Finland.",0
Pre-tax profit decreased by 37% to EUR 193.1 million from EUR 305.6 million.,0
Finnish metal products company Componenta Oyj's net profit went slightly down to 25.,0
- The net interest income of Bank of Finland weakened by 10% to EUR 9.1 mn in Q1 of 2009.,0
"Finnish Suominen Flexible Packaging cut 48 jobs in its units in Tamper and two in Nastola, Finland.",0
Pretax profit decreased by 37% to EUR 193.1 mn from EUR 305.6 mn.,0
Finnish metal products company Componenta Oyj's net profit slightly decreased to 25.1 mn,0
"- The company experienced a 10% decrease in net interest income in the first quarter of 2009, weakening to EUR 9.1 million.",0
"Finnish Suominen Flexible Packaging cut 48 jobs in its units in Tamper and two in Nastola, Finland.",0
Pre-tax profit decreased by 37% to EUR 193.1 million from EUR 305.6 million.,0
Finnish metal products company Componenta Oyj reported a slight decrease in net profit to,0
"The estimated 30% of mobile calls made from home may lead to increased demand for home internet services, potentially benefiting telecommunications companies offering internet packages. However, the actual uptake of these services by Orange clients in France by the end of 2008 will determine the financial impact on France Telecom.

",1
"The acquisition of a mobile authentication and signing solution branded as Tectia Mobile ID may open up new revenue streams for the business through offering authentication services for various applications and resources, such as web",1
"An investment firm estimates that 30% of its clients make mobile calls from home. Meanwhile, a telecommunications company hopes that 15% of its Orange clients will sign up for a new service by the end of 2008.

",1
"A business recently acquired a mobile authentication and signing solution, branded as Techia Mobile ID, which provides authentication for web email, SSL-VPN, MS Sharepoint, Techia Secure Solutions, and other applications and resources.

",1
On August 17,1
- The estimated 30% of mobile calls made from home may lead to a decrease in the usage of traditional phone lines.,1
"France Telecom hopes that 15% of its Orange clients will sign up for the new service by the end of 2008, potentially increasing their revenue from this segment.",1
The acquisition of the mobile authentication and signing solution branded as Tectia Mobile ID may enhance the company's portfolio and attract new clients.,1
The profit after taxes totaling EUR 12.1 million,1
"The estimated 30% of mobile calls made from home could lead to a decrease in revenue for traditional telecom companies.
",1
"The acquisition of a mobile authentication and signing solution branded as Techia Mobile ID could enhance the security and user experience for customers.
",1
"The latest news from Rackd, covering shopping and retail from the sidewalks up, could indicate a shift in consumer behavior towards more sidewalk-based retail experiences.
",1
Generating a profit after taxes totaling EUR 12.1 million could signify,1
"The estimated 30% of mobile calls made from home could potentially lead to increased demand for home internet services from telecom providers.

",1
"The acquisition of the mobile authentication and signing solution by Techia Mobile ID could result in improved security measures for online activities such as email, VPN, and document sharing.

",1
"The profit after taxes totaling EUR 12.1 million indicates a successful financial performance for the company.

",1
The labor-intensive production process with small investments suggests that the company may have,1
"Neutral Financial Example:
According to the financial report, the company's revenue for the second quarter of the year remained stable compared to the previous quarter.

",1
"Neutral Financial Example:
The company's total assets increased by 5% in the last fiscal year, indicating steady growth and financial stability.

",1
"Neutral Financial Example:
Despite fluctuations in the stock market, the company's diversified portfolio helped mitigate risks and maintain a balanced financial performance.

",1
"Neutral Financial Example:
The annual budget projection for the",1
"An investment firm projects that 25% of their clients will choose to invest in a new technology fund by the end of the year.

",1
"An e-commerce platform experienced a 4% increase in sales during the holiday season compared to the previous year.

",1
"Despite the economic downturn, a small business managed to increase its profit margin by 2% through cost-cutting measures.

",1
"A startup company relies heavily on crowdfunding and small investments to fuel their product development and growth.

5",1
"The estimated 30% of mobile calls made from home is expected to increase by 15% as France Telecom hopes for 15% of its Orange clients to sign up for the service by the end of 2008.

",1
"The acquired business asset is a mobile authentication and signing solution branded as Tectia Mobile ID, providing authentication for web, e-mail, SSL-VPN, MS Sharepoint, Tectia Secure Solutions, and other applications and resources.

",1
A profit,1
"The company's financial report for the year showed a neutral balance, with total assets amounting to $5 million and liabilities totaling $2.5 million.

",1
"Despite the economic downturn, the company's revenue remained stable, generating a net profit of $500,000 after tax deductions.

",1
"The new investment in technology infrastructure resulted in a neutral impact on the company's cash flow for the quarter.

",1
The partnership with a major retailer led to a neutral increase in sales volume for,1
"The estimated 30% of mobile calls are made from home, and XYZ Telecommunications hopes that 15% of its Orange clients will sign up for the service by the end of 2008. This could potentially lead to an increase in revenue for the company.
  
",1
"The acquired business main asset is a mobile authentication and signing solution, branded as Techia Mobile ID, which provides authentication to various applications and resources. This technology could be a valuable addition to the company's portfolio and",1
"A financial example related to the first statement could be: 
""Based on the estimated 30% of mobile calls made from home, a telecommunications company is forecasting an increase in home service subscriptions which could lead to a projected revenue growth of 10% by the end of the year.""

",1
"A financial example related to the second statement could be: 
""Techia Mobile ID, a mobile authentication and signing solution provider, reported a profit after taxes of EUR 12.1 million for",1
"An estimated 30% of mobile calls are made from home, and a telecommunications company hopes that 15% of its Orange clients will sign up for the service by the end of 2008.

",1
"The acquired business main asset is a mobile authentication and signing solution, branded as Tectia Mobile ID, providing authentication to web, e-mail, SSL-VPN, MS Sharepoint, Tectia Secure Solutions, and other applications and resources.

",1
"On August 17,",1
"The estimated 30% of mobile calls made from home could potentially lead to an increase in the demand for home internet services.

",1
"The acquisition of the mobile authentication and signing solution by Techia Mobile ID could result in improved security measures for online activities such as email, VPN, and file sharing.

",1
"The profit after taxes totaling EUR 12.1 million indicates a successful financial performance for the company in the reported period.

",1
The labor-intensive and low investment production process suggests that,1
"An estimated 30% of mobile calls are made from home, and France Telecom hopes that 15% of its Orange clients will sign up for the service by the end of 2008.
   
",1
"The acquired business main asset is a mobile authentication and signing solution, branded as Tectia Mobile ID, providing authentication to web email, SSL-VPN, MS Sharepoint, Tectia Secure Solutions, and other applications and resources.
   
",1
"On August 17,",1
"The estimated 30% of mobile calls made from home could result in increased residential phone bills for some customers, while France Telecom hopes to attract 15% of its Orange clients to sign up for the service by the end of 2008.

",1
"The acquired business specializing in mobile authentication and signing solutions, branded as Tectia Mobile ID, provides authentication for web email, SSL-VPN, MS Sharepoint, Tectia Secure Solutions, and other applications and resources.

3.",1
"Neutral Financial Example:
According to financial projections, the company expects a 10% increase in revenue by the end of the fiscal year.

",1
"Neutral Financial Example:
The company's operating expenses totaled $500,000 last quarter, in line with projections.

",1
"Neutral Financial Example:
The annual profit margin for the business averages around 15%, providing a stable return on investment for shareholders.

",1
"Neutral Financial Example:
Despite fluctuations in the market, the company's stock price has remained relatively",1
"A financial example related to the first text provided could be:
""France Telecom's estimated revenue from mobile calls made from home increased by 30%, leading to a boost in profits for the company.""

",1
"A financial example related to the second text provided could be:
""The acquisition of the mobile authentication and signing solution by Techia Mobile ID resulted in a significant increase in the company's market share and revenue.""

",1
"A financial example related to the third text provided could be:
""Racked",1
"The estimated 30% of mobile calls made from home may lead to higher usage of home internet services, potentially impacting telecommunications revenue.
   
",1
"The acquisition of a mobile authentication and signing solution branded as ""Tectia Mobile ID"" may attract businesses looking for secure authentication solutions, potentially increasing revenue for the acquiring company.
   
",1
"The profit after taxes totaling EUR 12.1 million indicates a successful financial outcome for the company.
   
",1
The labor-intensive production process with small investments,1
"An investment firm estimates that 30% of mobile calls are made from home. Meanwhile, France Telecom hopes that 15% of its Orange clients will sign up for the service by the end of 2008.

",1
"A business acquisition focused on a mobile authentication and signing solution, branded as Tectia Mobile ID, with authenticating capabilities for web email, SSL-VPN, MS Sharepoint, Tectia Secure Solutions, and other applications and resources.

",1
On August,1
"The company is forecasting that 15% of its Orange clients will sign up for the new service by the end of 2008, which could potentially increase revenue.
",1
"The acquisition of the mobile authentication and signing solution, branded as Techia Mobile ID, could enhance the company's technological offerings and attract new clients.
",1
"The profit after taxes amounted to EUR 12.1 million, indicating a successful financial performance.
",1
"Despite being labor-intensive and requiring only small investments, the",1
"The estimated 30% of mobile calls made from home may lead to a decrease in revenue for cellular network providers.
",1
"If only 15% of Orange clients sign up for the new service by the end of 2008, France Telecom's hopes for growth in that segment may not be fully realized.
",1
"The acquisition of the mobile authentication and signing solution by Techia Mobile ID could boost the company's portfolio and offer enhanced security features to its clients.
",1
The profit after,1
"An investment firm estimates that 30% of mobile calls are made from home. Meanwhile, France Telecom hopes that 15% of its Orange clients will sign up for the service by the end of 2008.

",1
"An acquired business's main asset is a mobile authentication and signing solution, branded as Tectia Mobile ID, which provides authentication for web, email, SSL-VPN, MS SharePoint, Tectia Secure Solutions, and other applications and resources.

",1
On August,1
"The estimated 30% of mobile calls made from home may impact the telecommunications company's revenue projections for the year.
",1
"France Telecom hopes that 15% of its Orange clients will sign up for the new service by the end of 2008, potentially boosting their customer base and revenue.
",1
"The acquisition of the mobile authentication and signing solution branded as Tectia Mobile ID may enhance the acquiring business's technological capabilities and market offerings.
",1
The profit after taxes totaling EUR,1
"In August 2010, the profit after taxes totaled EUR 12.1 million.

",1
"The production is highly labor-intensive and relies on small investments only.

",1
"They are responsible for their own operations, customer relationships, and the development of these.

",1
"Technopolis' technological centers supply their clients with modern high-class premises.

",1
"In Asia earlier, Japan's Nikkei Index fell by 0.62% while Hong Kong's Hang Seng Index rose by",1
"The estimated 30% of mobile calls made from home may lead to an increase in residential phone bills for those users.
   
",1
"France Telecom hopes that 15% of its Orange clients will sign up for the service by the end of 2008, potentially boosting their revenue and market share.
   
",1
"The acquisition of the mobile authentication and signing solution branded as ""Tectia Mobile ID"" could enhance the overall security and user experience for customers.
   
",1
The profit after,1
"The estimated 30% of mobile calls made from home may lead to a decrease in revenue for mobile carriers if customers opt for home-based calling plans.

",1
"Acquiring a mobile authentication and signing solution like Techia Mobile ID can enhance a business's security and efficiency, potentially attracting more clients and boosting revenue.

",1
"The profit after taxes totaling EUR 12.1 million indicates a healthy financial performance for the company, allowing for potential reinvestment or distribution to shareholders.

",1
A labor,1
"The estimated 30% of mobile calls made from home could lead to a decrease in mobile phone bills for individuals.
",1
"France Telecom hopes that 15% of its Orange clients will sign up for the service by the end of 2008, potentially increasing their revenue from this new service.
",1
"The acquisition of the mobile authentication and signing solution branded as Tectia Mobile ID could enhance the overall security and user experience for customers using web email, SSL-VPN, MS Sharepoint",1
"An investment firm estimates that 30% of mobile calls are made from home. France Telecom hopes that 15% of its Orange clients will sign up for the service by the end of 2008.

",1
"A newly acquired business main asset is a mobile authentication and signing solution, branded as Tectia Mobile ID, which provides authentication to webmail, SSL-VPN, MS SharePoint, Tectia Secure Solutions, and other applications and resources.

",1
"On August 17,",1
"An investment firm estimates that 30% of mobile calls are made from home. France Telecom hopes that 15% of its Orange clients will sign up for the service by the end of 2008.

",1
"The acquired business's main asset is a mobile authentication and signing solution, branded as Tectia Mobile ID, which provides authentication to web email, SSL-VPN, MS SharePoint, Tectia Secure Solutions, and other applications and resources.

",1
"On August 17,",1
"The estimated 30% of mobile calls made from home could lead to potential cost savings for individuals who opt for home-based calling plans with their service providers. This could result in lower monthly phone bills for these customers.

",1
"If France Telecom's hope of 15% of its Orange clients signing up for the service by the end of 2008 comes to fruition, the company could see an increase in revenue from these additional subscribers, potentially boosting their overall financial performance for that year.

3",1
"An investment firm predicts that 15% of its clients will sign up for a new service by the end of 2008, which is estimated to account for 30% of mobile calls made from home.

",1
"A company's acquisition of a mobile authentication and signing solution, branded as Techia Mobile ID, resulted in a post-tax profit totaling EUR 12.1 million.

",1
"Despite minimal investment, production is largely labor-intensive for a certain business operation.

",1
A tech,1
"The company is expecting a 10% increase in sales revenue by the end of the fiscal year.

",1
"The new investment in technology infrastructure is projected to improve operational efficiency and reduce costs.

",1
"The latest financial report shows a steady growth in profits over the last quarter.

",1
"The company's expansion into new markets has led to an increase in market share and brand awareness.

",1
"Despite the economic downturn, the company has managed to maintain a stable cash flow and financial position.

6",1
"**Investment Opportunity**:
   - An estimated 30% of mobile calls are made from home, and France Telecom hopes that 15% of its Orange clients will sign up for the service by the end of 2008. This presents a potentially lucrative investment opportunity for those interested in the telecommunications sector.

",1
"**Business Acquisition**:
   - The acquired business's main asset is a mobile authentication and signing solution branded as Tectia Mobile ID, offering authentication for various applications and",1
"An investment firm estimates that 30% of mobile calls are made from home. France Telecom hopes that 15% of its Orange clients will sign up for the service by the end of 2008.

",1
"An acquired business main asset is a mobile authentication and signing solution, branded as Techia Mobile ID, providing authentication to web email, SSL-VPN, MS Sharepoint, Techia Secure Solutions, and other applications and resources.

",1
"On August 17, 2010",1
"The estimated 30% of mobile calls made from home could lead to potential savings on mobile phone bills for individuals who use their home phone frequently.

",1
"France Telecom's hope that 15% of its Orange clients will sign up for the service by the end of 2008 could result in increased revenue and customer engagement for the company.

",1
The acquisition of a mobile authentication and signing solution branded as Techia Mobile ID could enhance security and convenience for users accessing various online applications and resources,1
"It seems like you have provided several examples with neutral statements. Here are some financial examples based on the nature of the label ""Neutral"":

",1
"The company's revenue remained stable in the third quarter, showing a minimal increase of 1% compared to the previous quarter.
   
",1
"The stock market index fluctuated slightly last week, with the S&P 500 showing a marginal gain of 0.2% while the NASDAQ remained relatively unchanged.

",1
The annual budget forecast for the upcoming,1
"The estimated 30% of mobile calls made from home could lead to potential savings on mobile phone bills.
",1
"France Telecom hopes that 15% of its Orange clients will sign up for the service by the end of 2008, which could increase revenue for the company.
",1
"The acquisition of the mobile authentication and signing solution by Techia Mobile ID may have resulted in a significant business asset.
",1
The profit after taxes totaling EUR 12.1 million indicates a successful financial,1
"**Financial Example:**
According to a report by the financial analytics firm, the estimated revenue for the upcoming quarter is projected to be $5.6 million. This forecast is based on the current market trends and consumer behavior analysis conducted by the firm.

",1
"**Financial Example:**
The acquisition of a new software company has significantly boosted the annual profits for the parent company, resulting in a post-tax profit of EUR 18.9 million. This strategic move has diversified the company's product",1
"The estimated 30% of mobile calls made from home may lead to increased demand for home internet services, potentially benefiting telecommunications companies that offer home internet plans.

",1
"The acquisition of a mobile authentication and signing solution by a business could streamline its operations and enhance security, potentially increasing efficiency and customer trust.

",1
"The latest developments in retail and shopping from RackEd could indicate a shift towards more digital and online shopping experiences, impacting traditional brick-and-mortar retail stores.

",1
A post-tax,1
"A food delivery company estimates that 30% of their orders are placed from customers' homes. They hope that 15% of their existing clients will sign up for a new premium delivery service by the end of 2022.

",1
"A technology company acquires a mobile authentication and signing solution, branded as ""Techia Mobile ID,"" which offers authentication for web email, SSL-VPN, MS Sharepoint, Techia Secure Solutions, and other applications and resources.

",1
On August,1
"A financial example related to the first text could be:

""Assuming France Telecom's estimation is accurate, if 15% of its Orange clients sign up for the new service by the end of 2008, it could potentially generate significant revenue from home-based mobile calls.""

",1
"A financial example related to the second text could be:

""Techia Mobile ID's acquisition of a mobile authentication and signing solution could lead to increased revenue streams through the provision of secure services like SSL-VPN",1
"The estimated 30% of mobile calls made from home may lead to a decrease in mobile carrier revenues, while France Telecom hopes that 15% of its Orange clients will sign up for the service by the end of 2008.

",1
"The acquired business's main asset is a mobile authentication and signing solution branded as Techtia Mobile ID, which provides authentication to web email, SSL-VPN, MS SharePoint, Techtia Secure Solutions, and other applications and resources.

3.",1
"A company is projecting that 20% of their customers will enroll in a new loyalty program by the end of the year.
   
",1
"The acquisition of a software company specializing in data security solutions is expected to increase the parent company's revenue by 15% within the next quarter.
   
",1
"An investment firm anticipates a 10% growth in assets under management by the end of the fiscal year.
   
",1
A technology startup aims to capture 5% of the market share,1
"The projected revenue for the new mobile app is estimated to be $500,000 by the end of the fiscal year.

",1
"The company invested in a new technology platform which resulted in a net profit increase of 15% year over year.

",1
"The recent acquisition of a competitor's customer base is expected to boost market share by 20% in the next quarter.

",1
"Despite the economic downturn, the company's diversified portfolio helped maintain stable growth throughout the year.

",1
The,1
"The estimated 30% of mobile calls made from home could potentially lead to increased demand for home internet services, benefiting internet service providers.
  
",1
"The acquisition of a mobile authentication and signing solution by a business could streamline operations and enhance security measures, potentially leading to increased efficiency and cost savings.

",1
"The profit after taxes totaling EUR 12.1 million indicates a successful financial performance for a company, potentially attracting investors and stakeholders.

",1
The labor-intensive production process based on small investments,1
"A financial example related to the first label could be: ""The estimated 30% of mobile calls made from home can lead to a decrease in traditional phone service revenue for telecom companies.""

",1
"For the second label, a financial example could be: ""The acquisition of the mobile authentication and signing solution, branded as 'Tectia Mobile ID,' is expected to increase revenue for the technology company offering secure authentication services.""

",1
"In relation to the third label, a financial example could be",1
"The estimated 30% of mobile calls made from home may lead to increased usage of home internet services, benefiting telecom companies like France Telecom.
   
",1
"Techia Mobile ID offers authentication and signing solutions for various applications, enhancing security measures for online activities like webmail, SSL-VPN, Sharepoint, and more.
   
",1
"The profit after taxes totaling EUR 12.1 million signals a successful financial year for the company.
   
",1
The labor-intensive production process with minimal investment,1
"The estimated 30% of mobile calls made from home is expected to increase to 45% by the end of 2021, according to industry experts.

",1
"The acquisition of the mobile authentication and signing solution, branded as Techia Mobile ID, contributed to a significant increase in revenue for the company.

",1
"The profit after taxes totaled EUR 15.8 million, marking a substantial growth in financial performance compared to the previous year.

",1
Despite being a labor-intensive production process,1
"The estimated 30% of mobile calls made from home may lead to a decrease in revenue for mobile carriers as fewer calls would be charged at higher rates when made from outside the home.

",1
"France Telecom's hope that 15% of its Orange clients will sign up for the new service by the end of 2008 could result in a boost in their revenue and customer base if the adoption rate meets expectations.

",1
The acquisition of a mobile authentication and signing solution branded as Tect,1
"An investment firm estimates that 30% of mobile calls are made from home, and they expect that 15% of their Orange clients will sign up for the service by the end of 2008.

",1
"A company acquired a business whose main asset is a mobile authentication and signing solution branded as Techia Mobile ID, providing authentication for web email, SSL-VPN, MS SharePoint, Techia Secure Solutions, and other applications and resources.

",1
"On August 17, 201",1
